open_time_ms,open,high,low,close,volume,open_time_iso
1754768580000,4258.22,4266.0,4258.01,4263.71,53666.66,2025-08-09T19:43:00+00:00
1754768580000,4258.22,4266.0,4258.01,4263.71,53666.66,2025-08-09T19:43:00+00:00
1754768580000,4258.22,4266.0,4258.01,4263.71,53666.66,2025-08-09T19:43:00+00:00
1754768580000,4258.22,4266.0,4258.01,4263.71,53666.66,2025-08-09T19:43:00+00:00
1754768580000,4258.22,4266.0,4258.01,4263.71,53666.66,2025-08-09T19:43:00+00:00
1754768580000,4258.22,4266.0,4258.01,4263.71,53666.66,2025-08-09T19:43:00+00:00
1754768580000,4258.22,4266.0,4258.01,4263.71,53666.66,2025-08-09T19:43:00+00:00
1754768580000,4258.22,4266.0,4258.01,4263.71,53666.66,2025-08-09T19:43:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768640000,4263.7,4263.7,4259.08,4263.4,13129.55,2025-08-09T19:44:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768700000,4263.41,4273.79,4263.4,4267.45,125113.97,2025-08-09T19:45:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768760000,4267.45,4267.89,4259.14,4259.38,56671.89,2025-08-09T19:46:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768820000,4259.38,4264.84,4259.1,4263.34,32273.01,2025-08-09T19:47:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768880000,4263.34,4263.88,4256.35,4256.36,42969.99,2025-08-09T19:48:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754768940000,4256.35,4262.79,4255.14,4261.34,31822.66,2025-08-09T19:49:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769000000,4261.34,4262.4,4259.42,4260.75,13834.81,2025-08-09T19:50:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769060000,4260.74,4262.75,4258.15,4262.01,14301.96,2025-08-09T19:51:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769120000,4262.0,4263.26,4259.92,4260.1,9461.58,2025-08-09T19:52:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769180000,4260.1,4261.6,4258.36,4259.65,13164.1,2025-08-09T19:53:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769240000,4259.66,4263.05,4259.43,4263.05,12156.62,2025-08-09T19:54:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769300000,4263.05,4264.33,4260.01,4260.01,10007.17,2025-08-09T19:55:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769360000,4260.0,4261.23,4257.0,4259.36,9947.66,2025-08-09T19:56:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769420000,4259.35,4260.62,4258.96,4259.51,4396.79,2025-08-09T19:57:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
1754769480000,4259.51,4259.95,4257.3,4259.3,16305.19,2025-08-09T19:58:00+00:00
